SECCIÓN,CASILLA,DISTRITO,NO. MPO,MUNICIPIO,ACTA,PAN,PRI,PRD,PT,PVEM,PCP,PMC,MORENA,PNA SAN LUIS,PES,RSP,FXM,CI,"PAN,PRI,PRD,PCP","PAN,PRI,PRD","PAN,PRI,PCP","PAN,PRD,PCP","PRI,PRD,PCP","PAN,PRI","PAN,PRD","PAN,PCP","PRI,PRD","PRI,PCP","PRD,PCP","PT,PVEM",CNR,VTN,TOTAL,OBSERVACIONES
98,B1,1.0,6.0,CATORCE,10098B010601,163,54,5,9,104,4,37,27,3,6,29,3,4,5,5,0,0,0,5,1,0,0,0,1,3,2,19,489,
98,C1,1.0,6.0,CATORCE,10098C010601,153,62,2,15,116,7,45,38,2,1,17,0,3,5,0,1,0,0,6,0,0,0,0,0,10,0,15,498,
99,B1,1.0,6.0,CATORCE,10099B010601,31,10,0,3,35,0,6,5,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,5,103,
101,B1,1.0,6.0,CATORCE,10101B010601,14,55,1,12,34,1,37,14,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,175,
102,B1,1.0,6.0,CATORCE,10102B010601,48,31,1,26,75,1,17,12,2,0,4,0,0,0,1,0,0,0,0,1,2,0,0,0,10,0,4,235,
103,B1,1.0,6.0,CATORCE,10103B010601,100,25,1,29,74,1,17,9,2,4,0,0,0,3,2,0,0,0,6,1,0,0,0,0,10,0,8,292,
105,B1,1.0,6.0,CATORCE,10105B010601,99,11,0,17,54,0,23,3,0,0,4,1,0,0,1,1,0,0,6,0,0,0,0,0,3,0,9,232,
106,B1,1.0,6.0,CATORCE,10106B010601,65,26,1,29,132,1,26,48,9,1,18,0,0,2,0,0,0,0,0,0,0,0,0,0,13,0,14,385,
106,C1,1.0,6.0,CATORCE,10106C010601,73,27,0,21,131,2,30,31,12,0,26,0,1,0,3,0,0,0,1,0,0,0,0,0,14,1,11,384,
107,B1,1.0,6.0,CATORCE,10107B010601,36,16,0,14,35,2,10,5,1,0,8,1,0,0,1,0,0,0,4,0,1,0,0,0,3,0,7,144,
108,B1,1.0,6.0,CATORCE,10108B010601,82,68,2,12,89,5,44,39,1,2,4,1,1,5,1,0,0,0,6,0,0,0,0,0,8,0,15,385,
110,B1,1.0,6.0,CATORCE,10110B010601,71,26,8,10,63,0,25,16,1,2,5,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,15,249,
111,B1,1.0,6.0,CATORCE,10111B010601,59,24,1,17,120,0,8,4,0,2,1,0,0,0,0,1,0,0,2,0,0,0,0,0,7,0,7,253,
112,B1,1.0,6.0,CATORCE,10112B010601,58,14,1,21,102,1,15,33,4,19,32,1,0,2,0,0,0,0,1,0,0,0,0,0,9,0,14,327,
113,B1,1.0,6.0,CATORCE,10113B010601,24,16,0,11,29,0,15,16,1,2,4,0,0,2,2,0,0,0,1,0,0,0,0,0,4,0,7,134,
114,B1,1.0,6.0,CATORCE,10114B010601,16,24,2,4,28,1,12,15,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,113,
115,B1,1.0,6.0,CATORCE,10115B010601,30,103,3,15,38,3,24,6,2,5,4,1,1,1,2,0,0,0,1,0,0,0,0,0,1,0,13,253,
116,B1,1.0,6.0,CATORCE,10116B010601,46,29,1,9,43,0,14,15,0,1,6,1,1,3,5,1,0,0,0,0,0,0,1,0,5,0,16,197,
117,B1,1.0,6.0,CATORCE,10117B010601,21,13,0,3,76,12,10,0,0,1,9,0,0,1,3,0,0,0,2,0,0,0,0,0,4,0,8,163,
118,B1,1.0,6.0,CATORCE,10118B010601,131,32,0,17,77,1,14,3,3,4,4,0,0,1,2,1,0,0,2,0,0,0,0,0,10,1,25,328,
119,B1,1.0,7.0,CEDRAL,10119B010701,14,39,6,10,95,4,24,106,5,0,18,4,1,2,3,1,0,0,2,0,0,0,1,0,6,0,11,352,
119,C1,1.0,7.0,CEDRAL,10119C010701,17,45,4,10,93,4,27,89,7,2,29,4,1,1,2,0,0,0,0,0,0,0,0,0,11,0,15,361,
119,C2,1.0,7.0,CEDRAL,10119C020701,30,37,6,7,89,2,15,92,2,4,21,5,0,2,1,0,1,0,0,0,0,0,0,0,11,1,7,333,
119,C3,1.0,7.0,CEDRAL,10119C030701,16,34,2,18,88,4,24,109,3,1,26,5,1,1,0,0,0,0,0,0,0,0,0,1,20,0,9,362,
120,B1,1.0,7.0,CEDRAL,10120B010701,20,38,3,9,127,7,17,113,0,4,25,6,1,5,2,1,0,0,2,0,0,0,0,0,21,0,15,416,
120,C1,1.0,7.0,CEDRAL,10120C010701,26,46,4,11,110,8,20,88,3,1,24,12,1,2,2,1,0,0,2,0,0,0,0,0,15,0,12,388,
120,C2,1.0,7.0,CEDRAL,10120C020701,21,35,3,10,105,9,20,118,8,2,35,8,0,3,3,0,0,0,0,0,0,0,0,0,19,0,18,417,
121,B1,1.0,7.0,CEDRAL,10121B010701,28,37,4,10,104,3,21,104,10,5,29,13,1,0,1,0,0,0,4,0,0,0,0,0,14,0,10,398,
121,C1,1.0,7.0,CEDRAL,10121C010701,44,43,3,5,120,5,24,81,5,1,33,7,0,2,1,0,0,0,2,0,0,0,0,0,17,0,11,404,
121,C2,1.0,7.0,CEDRAL,10121C020701,20,34,6,13,113,7,15,100,0,6,25,6,0,3,1,0,0,0,2,0,0,0,0,1,20,0,13,385,
122,B1,1.0,7.0,CEDRAL,10122B010701,27,40,2,17,98,5,14,95,4,1,30,12,1,5,3,0,0,0,2,1,0,0,1,0,15,0,8,381,
122,C1,1.0,7.0,CEDRAL,10122C010701,19,49,0,13,90,3,24,89,3,3,24,4,1,4,3,0,1,0,1,0,0,0,0,0,19,0,8,358,
122,C2,1.0,7.0,CEDRAL,10122C020701,29,51,7,7,103,6,18,100,4,0,31,6,0,3,1,0,0,0,1,2,0,0,0,0,6,0,6,381,
122,C3,1.0,7.0,CEDRAL,10122C030701,25,44,6,11,112,4,24,70,2,1,32,5,0,4,3,0,0,0,0,0,0,0,1,0,19,0,15,378,
123,B1,1.0,7.0,CEDRAL,10123B010701,2,21,1,2,41,5,10,17,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,111,
124,B1,1.0,7.0,CEDRAL,10124B010701,9,30,2,9,62,6,15,12,1,0,3,1,0,1,1,1,0,0,0,0,0,0,0,0,7,0,14,174,
125,B1,1.0,7.0,CEDRAL,10125B010701,8,21,6,3,41,2,42,12,4,2,4,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,14,164,
125,E1,1.0,7.0,CEDRAL,10125E010701,4,6,0,9,30,3,25,7,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,96,
126,B1,1.0,7.0,CEDRAL,10126B010701,20,39,4,14,69,2,68,36,2,1,3,1,0,2,2,0,0,0,0,0,0,0,0,0,8,0,13,284,
127,B1,1.0,7.0,CEDRAL,10127B010701,12,37,5,10,46,7,33,13,5,0,1,1,0,1,2,0,0,0,1,0,0,0,0,0,1,0,11,186,
128,B1,1.0,7.0,CEDRAL,10128B010701,24,52,4,13,40,14,19,54,4,2,5,1,0,1,0,1,0,0,2,0,0,0,0,1,1,0,11,249,
129,B1,1.0,7.0,CEDRAL,10129B010701,3,6,3,5,22,4,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,4,89,
130,B1,1.0,7.0,CEDRAL,10130B010701,7,26,3,4,30,4,23,35,0,5,6,1,0,0,1,0,0,0,0,0,0,0,0,1,2,0,7,155,
131,B1,1.0,7.0,CEDRAL,10131B010701,17,70,3,11,83,3,46,76,2,10,0,3,0,0,2,0,0,0,1,0,0,0,0,0,5,0,16,348,
131,C1,1.0,7.0,CEDRAL,10131C010701,16,95,5,10,91,3,42,62,2,0,19,1,0,1,2,0,0,0,3,0,0,0,1,0,14,0,27,394,
132,B1,1.0,7.0,CEDRAL,10132B010701,2,24,1,3,32,0,8,11,3,0,4,2,0,1,0,0,0,0,1,0,0,0,0,0,4,0,11,107,
133,B1,1.0,7.0,CEDRAL,10133B010701,14,37,6,13,55,2,19,48,0,1,7,2,0,2,0,0,0,0,2,0,0,0,1,0,4,0,12,225,
134,B1,1.0,7.0,CEDRAL,10134B010701,21,31,2,3,41,10,24,58,2,1,14,0,0,1,1,0,0,0,0,1,0,0,0,1,3,0,7,221,
135,B1,1.0,7.0,CEDRAL,10135B010701,19,78,4,12,136,7,120,56,2,3,1,4,0,0,0,0,0,0,1,0,0,1,0,0,9,0,37,490,
384,B1,1.0,15.0,CHARCAS,10384B011501,52,49,4,25,188,1,10,24,7,8,47,2,0,1,2,0,0,0,2,0,0,0,1,0,20,0,8,451,
385,B1,1.0,15.0,CHARCAS,10385B011501,23,32,1,15,104,0,6,13,3,4,28,1,1,0,2,1,0,0,3,2,0,0,0,0,6,0,14,259,
386,B1,1.0,15.0,CHARCAS,10386B011501,55,49,4,17,145,1,3,24,1,1,39,8,0,1,0,0,1,0,2,3,0,0,2,0,11,0,8,375,
386,C1,1.0,15.0,CHARCAS,10386C011501,67,38,6,10,131,2,4,19,5,0,21,1,0,1,0,0,0,0,0,1,0,0,1,0,16,0,7,330,
387,B1,1.0,15.0,CHARCAS,10387B011501,44,41,3,13,177,1,7,23,2,1,31,0,0,3,0,0,0,0,1,3,0,1,1,0,17,0,9,378,
387,C1,1.0,15.0,CHARCAS,10387C011501,50,28,4,14,153,0,5,41,1,1,33,3,0,0,0,0,0,0,0,2,0,1,0,0,18,0,15,369,
388,B1,1.0,15.0,CHARCAS,10388B011501,24,31,2,18,124,2,1,21,6,1,24,0,0,1,0,0,0,0,0,1,0,0,1,0,19,0,3,279,
388,C1,1.0,15.0,CHARCAS,10388C011501,15,19,1,16,128,0,4,23,4,2,12,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,8,244,
389,B1,1.0,15.0,CHARCAS,10389B011501,31,32,1,26,118,1,10,25,11,3,23,2,2,0,1,0,0,0,0,2,0,0,0,0,14,0,8,310,
389,C1,1.0,15.0,CHARCAS,10389C011501,48,19,3,16,98,1,5,26,1,0,24,0,0,1,1,0,0,0,2,1,0,0,0,0,9,0,5,260,
390,B1,1.0,15.0,CHARCAS,10390B011501,37,44,8,24,185,0,10,32,3,0,36,0,2,1,0,2,0,0,0,5,0,0,0,0,15,0,16,420,
391,B1,1.0,15.0,CHARCAS,10391B011501,48,19,3,16,98,1,5,26,1,0,24,0,0,1,1,0,0,0,2,1,0,0,0,0,9,0,6,261,
391,C1,1.0,15.0,CHARCAS,10391C011501,37,9,2,9,94,0,4,25,0,2,0,1,0,0,0,0,0,0,1,3,0,0,0,0,12,1,14,214,
392,B1,1.0,15.0,CHARCAS,10392B011501,47,49,0,24,167,1,3,10,9,2,29,1,0,1,0,0,0,0,0,4,0,0,4,0,22,0,11,384,
392,C1,1.0,15.0,CHARCAS,10392C011501,32,42,0,14,172,3,7,15,3,4,27,2,0,0,0,0,0,0,0,0,0,0,0,0,21,0,12,354,
392,C2,1.0,15.0,CHARCAS,10392C021501,38,47,2,11,156,2,6,24,3,10,25,0,0,0,0,0,0,1,1,1,0,0,0,0,11,1,5,344,
392,C3,1.0,15.0,CHARCAS,10392C031501,39,63,1,13,151,2,4,23,3,1,31,1,1,1,0,0,0,0,1,1,0,0,2,0,14,0,11,363,
392,C4,1.0,15.0,CHARCAS,10392C041501,38,33,2,21,146,0,6,25,8,3,32,1,1,1,1,0,0,0,0,0,1,0,1,0,14,0,6,340,
393,B1,1.0,15.0,CHARCAS,10393B011501,7,33,0,2,28,0,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,85,
394,B1,1.0,15.0,CHARCAS,10394B011501,14,117,1,25,190,0,1,6,3,14,2,0,0,1,0,1,0,0,0,0,0,0,0,0,26,0,13,414,
395,B1,1.0,15.0,CHARCAS,10395B011501,8,45,0,19,82,0,0,2,0,1,2,0,0,1,0,0,1,0,0,1,0,0,2,0,7,0,3,174,
396,B1,1.0,15.0,CHARCAS,10396B011501,22,98,1,32,94,0,2,5,2,2,0,1,0,0,0,0,0,0,1,0,0,1,1,0,10,0,14,286,
396,C1,1.0,15.0,CHARCAS,10396C011501,26,67,1,31,91,0,1,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,245,
396,E1,1.0,15.0,CHARCAS,10396E011501,18,94,7,18,82,1,1,18,0,3,2,0,0,0,0,0,0,0,0,2,0,0,3,0,17,0,18,284,
397,B1,1.0,15.0,CHARCAS,10397B011501,18,87,0,20,55,1,4,3,0,3,4,0,0,0,0,1,0,0,1,0,0,0,1,0,11,0,18,227,
398,B1,1.0,15.0,CHARCAS,10398B011501,24,65,2,18,102,0,0,5,4,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,9,241,
399,B1,1.0,15.0,CHARCAS,10399B011501,18,21,1,8,55,1,3,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,1,123,
400,B1,1.0,15.0,CHARCAS,10400B011501,9,30,1,3,38,1,3,5,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,7,0,0,104,
401,B1,1.0,15.0,CHARCAS,10401B011501,18,46,1,15,83,0,1,6,4,8,1,0,0,0,0,0,0,0,2,2,0,0,1,0,13,0,7,208,
401,E1,1.0,15.0,CHARCAS,10401E011501,16,45,1,15,54,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,156,
402,B1,1.0,15.0,CHARCAS,10402B011501,14,96,0,10,113,4,1,11,2,4,4,0,0,1,0,0,0,0,0,0,0,0,2,0,12,0,10,284,
402,C1,1.0,15.0,CHARCAS,10402C011501,15,70,1,10,121,0,2,11,5,3,0,0,0,1,2,0,0,0,1,0,0,0,6,0,8,0,13,269,
403,B1,1.0,15.0,CHARCAS,10403B011501,63,120,6,20,185,1,2,23,4,6,7,0,1,0,0,0,0,0,2,4,1,0,1,0,6,0,11,463,
404,B1,1.0,15.0,CHARCAS,10404B011501,20,141,5,8,105,2,2,2,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,12,302,
490,B1,1.0,20.0,MATEHUALA,10490B012001,97,33,7,5,95,1,8,70,1,4,22,2,2,5,4,1,1,0,4,2,1,1,0,0,13,1,10,390,
490,C1,1.0,20.0,MATEHUALA,10490C012001,111,28,3,6,103,0,9,58,4,3,16,2,0,10,9,2,0,0,1,0,0,0,0,0,6,0,10,381,
491,B1,1.0,20.0,MATEHUALA,10491B012001,45,18,3,6,86,2,6,56,3,6,10,1,0,4,1,0,0,0,1,0,0,0,0,0,10,0,6,264,
491,C1,1.0,20.0,MATEHUALA,10491C012001,56,17,5,3,55,1,4,46,6,7,9,0,0,5,1,0,0,0,1,1,0,0,0,0,10,0,10,237,
492,B1,1.0,20.0,MATEHUALA,10492B012001,110,31,2,1,18,0,2,17,0,0,1,0,0,0,2,4,0,0,1,1,0,0,0,0,3,1,2,196,
493,B1,1.0,20.0,MATEHUALA,10493B012001,94,27,2,5,70,6,8,77,3,2,8,2,1,4,0,0,0,0,0,0,0,0,0,0,6,1,2,318,
493,C1,1.0,20.0,MATEHUALA,10493C012001,74,28,2,13,75,2,6,79,3,4,13,0,0,9,5,2,0,0,0,0,0,0,0,0,7,0,7,329,
494,B1,1.0,20.0,MATEHUALA,10494B012001,97,22,6,7,51,5,10,66,8,3,9,1,1,5,4,0,0,0,1,0,1,0,0,0,9,0,9,315,
494,C1,1.0,20.0,MATEHUALA,10494C012001,82,24,5,5,69,0,7,70,10,1,7,2,1,8,4,0,0,0,3,0,0,0,0,0,5,4,12,319,
495,B1,1.0,20.0,MATEHUALA,10495B012001,114,32,5,7,35,3,12,48,2,1,2,3,0,4,4,2,0,0,1,1,0,0,0,0,2,1,8,287,
495,C1,1.0,20.0,MATEHUALA,10495C012001,89,24,2,0,49,0,9,61,5,3,4,1,3,3,3,0,0,0,2,0,0,0,0,0,3,0,4,265,
496,B1,1.0,20.0,MATEHUALA,10496B012001,71,34,7,3,87,5,15,78,12,3,9,3,0,6,3,2,0,0,0,1,0,0,0,0,6,0,14,359,
496,C1,1.0,20.0,MATEHUALA,10496C012001,64,31,2,1,93,2,7,55,5,7,3,1,1,6,5,0,0,1,0,1,0,0,0,0,18,0,6,309,
496,C2,1.0,20.0,MATEHUALA,10496C022001,95,34,2,5,59,2,8,71,9,2,3,0,3,9,1,0,0,0,4,1,0,0,0,0,11,1,5,325,
496,C3,1.0,20.0,MATEHUALA,10496C032001,77,28,6,8,72,1,7,73,6,6,7,3,0,5,0,0,0,0,1,2,0,0,0,0,9,2,3,316,
497,B1,1.0,20.0,MATEHUALA,10497B012001,78,24,7,10,106,1,11,53,4,3,4,0,1,4,2,0,1,0,3,0,0,0,0,0,18,0,12,342,
497,C1,1.0,20.0,MATEHUALA,10497C012001,56,17,5,3,55,1,4,46,6,7,9,0,0,5,1,0,0,0,1,1,0,0,0,0,10,0,11,238,
498,B1,1.0,20.0,MATEHUALA,10498B012001,64,16,5,4,99,0,7,64,7,6,7,1,0,2,2,1,0,0,2,0,0,0,0,0,18,0,9,314,
498,C1,1.0,20.0,MATEHUALA,10498C012001,64,21,0,6,97,1,5,71,5,2,6,1,1,3,0,1,1,0,3,2,0,0,1,0,11,0,9,311,
499,B1,1.0,20.0,MATEHUALA,10499B012001,96,37,2,4,73,6,17,78,5,7,6,0,3,5,3,1,0,0,2,0,0,0,0,0,11,0,15,371,
500,B1,1.0,20.0,MATEHUALA,10500B012001,67,20,4,7,70,4,7,68,1,3,6,0,1,7,1,1,0,0,3,1,3,0,0,0,2,1,11,288,
500,C1,1.0,20.0,MATEHUALA,10500C012001,79,19,1,3,82,3,8,62,3,5,21,0,0,7,0,0,0,0,0,0,0,0,0,0,17,0,6,316,
500,C2,1.0,20.0,MATEHUALA,10500C022001,67,24,0,12,89,1,7,59,0,9,12,1,0,5,0,1,0,0,3,0,0,0,0,0,8,0,10,308,
501,B1,1.0,20.0,MATEHUALA,10501B012001,55,18,1,4,41,2,7,89,4,3,7,2,1,4,1,0,0,0,4,0,0,0,0,0,5,1,4,253,
501,C1,1.0,20.0,MATEHUALA,10501C012001,69,21,0,3,56,2,6,66,4,11,2,2,0,3,0,0,0,0,3,1,0,0,0,0,1,0,13,263,
501,C2,1.0,20.0,MATEHUALA,10501C022001,44,11,2,9,74,3,10,63,2,10,7,2,0,4,1,0,0,0,1,1,0,0,0,1,3,0,5,253,
502,B1,1.0,20.0,MATEHUALA,10502B012001,76,17,1,10,76,2,12,61,3,6,9,1,0,8,2,0,0,0,1,2,0,1,0,0,5,2,10,305,
502,C1,1.0,20.0,MATEHUALA,10502C012001,70,18,3,11,76,0,13,56,1,7,8,1,1,4,2,1,0,0,2,0,2,0,0,0,13,0,8,297,
502,C2,1.0,20.0,MATEHUALA,10502C022001,70,20,5,10,84,0,9,63,0,5,13,1,2,3,1,5,0,0,1,0,0,0,0,0,8,1,11,312,
502,C3,1.0,20.0,MATEHUALA,10502C032001,60,19,3,12,73,2,6,57,4,9,10,1,0,6,4,2,0,0,4,0,0,0,0,0,8,0,7,287,
502,C4,1.0,20.0,MATEHUALA,10502C042001,60,19,3,0,82,2,7,64,2,5,5,1,0,2,3,0,0,0,1,2,0,0,0,1,8,1,12,280,
503,B1,1.0,20.0,MATEHUALA,10503B012001,52,22,3,7,73,3,5,56,1,1,6,0,1,5,5,0,0,0,2,0,0,0,0,0,14,1,7,264,
503,C1,1.0,20.0,MATEHUALA,10503C012001,60,16,1,4,74,2,7,57,1,11,7,0,0,5,1,0,1,0,1,0,0,0,0,0,18,0,10,276,
503,C2,1.0,20.0,MATEHUALA,10503C022001,48,21,3,0,54,0,3,46,3,9,7,1,0,2,1,0,0,0,3,0,0,0,0,0,4,1,8,214,
503,C3,1.0,20.0,MATEHUALA,10503C032001,61,1,2,8,76,3,8,56,2,6,11,1,0,1,3,0,0,0,2,2,1,0,0,0,11,0,8,263,
504,B1,1.0,20.0,MATEHUALA,10504B012001,64,12,5,5,53,1,9,63,1,1,5,0,0,3,2,0,0,0,2,0,0,1,0,0,7,0,9,243,
504,C1,1.0,20.0,MATEHUALA,10504C012001,40,14,1,11,53,1,5,75,4,3,3,2,0,4,0,0,0,0,4,0,0,1,0,0,5,2,9,237,
504,C2,1.0,20.0,MATEHUALA,10504C022001,52,17,1,2,44,1,3,74,0,3,4,2,0,4,2,0,0,0,5,0,0,0,0,0,2,0,6,222,
505,B1,1.0,20.0,MATEHUALA,10505B012001,74,45,5,6,73,1,15,73,7,6,9,1,1,5,3,0,0,0,5,0,1,0,1,0,5,0,10,346,
505,C1,1.0,20.0,MATEHUALA,10505C012001,77,49,6,9,65,1,10,60,5,7,10,2,0,8,3,0,0,0,5,1,0,0,1,0,8,3,8,338,
506,B1,1.0,20.0,MATEHUALA,10506B012001,98,27,3,3,54,1,1,43,2,3,3,2,0,2,1,0,0,0,2,0,0,1,0,0,2,1,3,252,
506,C1,1.0,20.0,MATEHUALA,10506C012001,76,34,7,2,41,0,6,59,3,2,6,1,0,4,4,0,0,0,0,1,0,0,0,0,10,1,4,261,
507,B1,1.0,20.0,MATEHUALA,10507B012001,105,37,3,3,42,1,8,67,2,0,7,3,0,4,6,0,0,0,3,0,0,0,0,0,3,0,10,304,
507,C1,1.0,20.0,MATEHUALA,10507C012001,112,34,3,6,38,1,6,45,1,8,3,7,1,7,4,0,0,0,4,2,0,0,0,0,3,0,10,295,
508,B1,1.0,20.0,MATEHUALA,10508B012001,57,22,3,8,85,1,3,65,3,3,6,0,0,5,4,0,0,0,3,1,0,0,0,0,15,0,11,295,
508,C1,1.0,20.0,MATEHUALA,10508C012001,57,20,2,5,106,1,4,56,2,4,5,6,0,5,6,0,0,0,0,1,0,1,0,0,9,1,13,304,
509,B1,1.0,20.0,MATEHUALA,10509B012001,66,19,4,3,87,3,5,54,4,4,10,3,0,5,4,0,0,0,3,0,0,0,0,0,16,0,9,299,
509,C1,1.0,20.0,MATEHUALA,10509C012001,70,33,2,9,72,1,8,69,2,7,7,0,1,6,2,0,0,0,2,0,0,0,0,0,15,0,0,306,
509,C2,1.0,20.0,MATEHUALA,10509C022001,55,22,1,4,108,4,5,45,1,8,7,0,0,5,2,1,0,0,3,0,0,0,0,0,12,0,5,288,
510,B1,1.0,20.0,MATEHUALA,10510B012001,77,22,5,8,95,4,5,49,0,10,19,0,0,10,5,0,0,0,3,1,0,1,0,0,12,1,10,337,
510,C1,1.0,20.0,MATEHUALA,10510C012001,71,19,7,5,111,1,1,48,1,6,7,2,3,3,4,1,0,0,2,1,0,0,0,0,14,4,21,332,
511,B1,1.0,20.0,MATEHUALA,10511B012001,84,37,4,2,68,3,12,71,4,2,5,1,3,9,5,0,0,0,3,0,0,0,0,0,10,0,4,327,
511,C1,1.0,20.0,MATEHUALA,10511C012001,87,54,2,6,51,1,10,70,7,1,6,1,1,5,4,0,0,0,5,0,1,0,0,0,5,0,8,325,
512,B1,1.0,20.0,MATEHUALA,10512B012001,60,20,1,1,74,2,7,59,2,4,5,3,1,4,1,0,0,0,1,1,0,0,0,0,6,0,8,260,
512,C1,1.0,20.0,MATEHUALA,10512C012001,64,17,2,4,46,0,10,60,1,2,8,2,0,8,1,0,0,0,2,0,1,0,0,0,4,0,5,237,
513,B1,1.0,20.0,MATEHUALA,10513B012001,102,8,8,1,93,0,11,80,1,6,14,1,3,4,3,2,0,0,3,0,0,0,0,0,4,2,9,355,
513,C1,1.0,20.0,MATEHUALA,10513C012001,79,17,5,5,108,2,8,84,3,2,8,2,0,4,5,1,0,0,2,0,1,0,0,0,18,2,9,365,
513,C2,1.0,20.0,MATEHUALA,10513C022001,93,14,3,4,85,4,8,80,0,4,10,0,1,5,1,1,0,0,1,0,0,0,0,0,6,1,8,329,
514,B1,1.0,20.0,MATEHUALA,10514B012001,64,17,6,5,64,0,8,58,0,2,3,1,2,4,3,0,0,0,3,0,0,0,0,0,6,0,6,252,
514,C1,1.0,20.0,MATEHUALA,10514C012001,59,18,3,2,68,0,7,35,1,1,5,3,0,1,2,1,1,0,1,0,0,0,0,0,4,0,5,217,
514,C2,1.0,20.0,MATEHUALA,10514C022001,52,13,0,9,57,1,9,52,3,0,4,1,1,3,3,0,0,0,3,0,0,0,0,0,7,0,8,226,
515,B1,1.0,20.0,MATEHUALA,10515B012001,74,28,2,7,66,1,16,82,4,4,7,0,0,5,3,0,0,0,2,0,0,0,0,0,7,0,4,312,
515,C1,1.0,20.0,MATEHUALA,10515C012001,75,19,5,5,67,4,14,73,3,1,6,2,1,5,2,0,1,0,0,1,0,0,0,0,9,12,0,305,
515,C2,1.0,20.0,MATEHUALA,10515C022001,80,24,3,4,73,1,6,76,9,4,12,0,2,12,3,2,0,0,0,1,0,0,0,0,7,0,11,330,
515,C3,1.0,20.0,MATEHUALA,10515C032001,74,20,5,6,82,1,8,78,8,7,9,5,0,4,4,0,1,0,0,0,0,0,0,0,2,0,6,320,
516,B1,1.0,20.0,MATEHUALA,10516B012001,62,23,3,1,49,3,5,60,2,4,6,1,3,5,3,1,0,0,1,0,0,0,0,0,5,0,4,241,
516,C1,1.0,20.0,MATEHUALA,10516C012001,71,27,0,6,38,1,8,32,4,0,7,0,1,2,2,0,0,0,2,0,0,0,0,0,10,0,6,217,
517,B1,1.0,20.0,MATEHUALA,10517B012001,89,31,9,8,57,0,14,60,2,5,6,6,0,0,2,3,0,0,0,0,0,0,0,0,4,0,4,300,
517,C1,1.0,20.0,MATEHUALA,10517C012001,83,27,3,5,66,2,15,69,1,0,5,2,0,6,3,0,0,0,0,0,0,0,0,0,10,0,6,303,
518,B1,1.0,20.0,MATEHUALA,10518B012001,97,28,3,7,67,1,11,73,2,5,6,0,2,3,3,0,0,0,6,1,0,0,0,0,12,2,9,338,
518,C1,1.0,20.0,MATEHUALA,10518C012001,84,29,4,9,69,3,9,59,7,4,5,1,0,3,4,1,0,0,2,2,1,0,0,0,13,1,11,321,
518,C2,1.0,20.0,MATEHUALA,10518C022001,65,27,2,6,98,3,9,71,2,3,8,2,0,2,4,0,0,0,3,1,1,0,0,0,6,0,9,322,
518,C3,1.0,20.0,MATEHUALA,10518C032001,66,18,4,2,87,3,7,66,3,3,10,1,2,5,0,1,0,0,1,0,0,0,0,0,17,0,10,306,
518,C4,1.0,20.0,MATEHUALA,10518C042001,74,23,6,6,75,4,13,95,2,2,7,3,3,3,3,0,0,0,4,2,0,0,0,0,8,2,10,345,
519,B1,1.0,20.0,MATEHUALA,10519B012001,55,20,2,10,50,0,4,59,1,4,7,1,0,0,1,0,1,0,7,0,0,0,0,0,2,0,14,238,
519,C1,1.0,20.0,MATEHUALA,10519C012001,53,26,3,5,52,2,6,48,2,4,4,1,0,3,0,1,0,0,0,0,0,0,0,0,5,0,11,226,
520,B1,1.0,20.0,MATEHUALA,10520B012001,50,35,2,5,49,1,5,50,3,3,5,0,1,5,3,0,0,1,1,0,0,0,0,0,7,1,11,238,
520,C1,1.0,20.0,MATEHUALA,10520C012001,76,32,0,3,47,2,9,58,1,2,7,1,0,5,3,0,0,0,0,0,0,0,0,0,1,0,7,254,
520,S1,1.0,20.0,MATEHUALA,10520S012001,43,23,0,3,49,0,6,34,1,1,10,1,0,9,4,0,0,0,1,0,0,0,0,0,10,0,4,199,
521,B1,1.0,20.0,MATEHUALA,10521B012001,66,27,2,3,78,4,4,52,3,3,6,3,0,9,4,0,0,0,2,0,0,0,0,0,7,2,7,282,
521,C1,1.0,20.0,MATEHUALA,10521C012001,74,19,10,5,64,7,11,57,7,4,7,3,0,5,1,0,0,0,1,0,0,0,0,0,5,1,12,293,
