SECCIÓN,CASILLA,DISTRITO,NO. MPO,MUNICIPIO,ACTA,PAN,PRI,PRD,PT,PVEM,PCP,PMC,MORENA,PNA SAN LUIS,PES,RSP,FXM,CI,"PAN,PRI,PRD,PCP","PAN,PRI,PRD","PAN,PRI,PCP","PAN,PRD,PCP","PRI,PRD,PCP","PAN,PRI","PAN,PRD","PAN,PCP","PRI,PRD","PRI,PCP","PRD,PCP","PT,PVEM",CNR,VTN,TOTAL,OBSERVACIONES
1472,E1,13.0,40.0,TAMUIN,11472E014013,9,12,1,3,0,0,3,6,1,0,74,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,5,117,
1473,B1,13.0,40.0,TAMUIN,11473B014013,4,9,0,1,12,0,6,5,2,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,73,
1474,B1,13.0,40.0,TAMUIN,11474B014013,5,20,2,8,38,1,4,22,2,5,119,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,237,
1474,C1,13.0,40.0,TAMUIN,11474C014013,8,10,2,10,39,2,8,17,3,2,102,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,217,
1475,B1,13.0,40.0,TAMUIN,11475B014013,5,12,4,18,20,0,15,21,3,1,222,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,16,342,
1475,C1,13.0,40.0,TAMUIN,11475C014013,4,7,2,9,30,0,17,12,4,1,230,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16,335,
1476,B1,13.0,40.0,TAMUIN,11476B014013,1,19,0,4,27,1,15,23,0,3,327,14,2,0,0,0,0,0,0,1,0,0,0,0,3,0,2,442,
1477,B1,13.0,40.0,TAMUIN,11477B014013,4,11,3,15,78,0,3,28,5,2,190,6,0,0,1,0,0,0,0,1,0,0,0,0,13,1,11,372,
1477,C1,13.0,40.0,TAMUIN,11477C014013,5,13,2,24,79,1,2,23,5,7,167,3,3,0,0,0,0,0,0,0,0,1,0,0,9,0,8,352,
1478,B1,13.0,40.0,TAMUIN,11478B014013,3,11,0,16,64,0,4,7,0,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,143,
1479,B1,13.0,40.0,TAMUIN,11479B014013,9,49,5,17,144,1,1,6,7,0,49,0,2,0,0,0,0,0,0,0,0,0,0,0,27,0,16,333,
1480,B1,13.0,41.0,TANLAJAS,11480B014113,29,40,21,12,74,5,3,77,6,1,123,1,0,1,0,1,0,0,1,0,0,0,0,1,5,0,21,422,
1480,C1,13.0,41.0,TANLAJAS,11480C014113,24,35,20,12,60,4,3,73,4,2,0,156,0,1,3,1,0,0,0,0,0,0,0,0,2,0,13,413,
1480,C2,13.0,41.0,TANLAJAS,11480C024113,39,48,23,16,57,2,6,82,2,5,139,0,0,1,3,1,0,0,3,0,0,0,2,0,4,0,19,452,
1481,B1,13.0,41.0,TANLAJAS,11481B014113,31,27,26,12,50,2,1,86,1,3,108,3,2,2,0,0,0,0,0,0,0,0,0,0,5,0,12,371,
1481,C1,13.0,41.0,TANLAJAS,11481C014113,27,51,25,17,62,3,2,63,3,0,110,0,1,3,0,0,0,0,1,0,1,0,0,0,2,0,18,389,
1481,C2,13.0,41.0,TANLAJAS,11481C024113,23,43,26,16,70,0,2,91,5,2,107,0,0,2,0,0,0,0,2,1,0,3,1,1,2,0,8,405,
1482,B1,13.0,41.0,TANLAJAS,11482B014113,24,41,8,13,38,1,1,65,6,4,39,2,0,0,1,0,0,0,0,0,0,0,0,0,4,0,10,257,
1483,B1,13.0,41.0,TANLAJAS,11483B014113,15,13,36,9,23,2,7,82,2,5,51,1,1,1,2,1,0,0,0,1,0,0,0,0,1,7,15,275,
1483,C1,13.0,41.0,TANLAJAS,11483C014113,18,7,30,8,46,3,1,70,2,5,78,2,1,3,2,0,0,0,0,0,0,0,0,0,1,2,18,297,
1484,B1,13.0,41.0,TANLAJAS,11484B014113,32,12,6,9,27,15,5,65,1,3,17,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,9,205,
1485,B1,13.0,41.0,TANLAJAS,11485B014113,121,21,21,11,59,4,2,35,7,12,62,0,1,2,3,1,0,0,3,2,0,0,0,0,3,1,26,397,
1486,B1,13.0,41.0,TANLAJAS,11486B014113,71,74,57,8,18,4,2,123,0,7,50,1,0,0,0,1,0,0,0,2,0,0,0,0,1,0,13,432,
1487,B1,13.0,41.0,TANLAJAS,11487B014113,113,107,32,16,39,27,7,91,2,6,17,1,0,2,2,0,0,0,1,1,2,1,1,0,3,0,23,494,
1488,B1,13.0,41.0,TANLAJAS,11488B014113,5,6,6,3,13,2,0,14,2,2,196,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,268,
1489,B1,13.0,41.0,TANLAJAS,11489B014113,93,60,26,6,36,3,8,81,7,4,96,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,16,441,
1490,B1,13.0,41.0,TANLAJAS,11490B014113,46,14,22,10,44,7,2,57,1,3,81,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0,23,315,
1490,C1,13.0,41.0,TANLAJAS,11490C014113,44,27,12,9,43,5,1,69,2,2,84,2,0,5,0,0,0,0,0,0,0,0,0,0,0,1,6,312,
1490,E1,13.0,41.0,TANLAJAS,11490E014113,40,18,11,16,59,1,3,82,0,4,70,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,15,324,
1491,B1,13.0,41.0,TANLAJAS,11491B014113,76,68,35,9,12,8,5,46,2,6,29,1,0,2,1,1,0,0,1,1,0,1,0,0,0,0,8,312,
1491,C1,13.0,41.0,TANLAJAS,11491C014113,72,86,17,6,20,4,8,68,8,10,20,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,10,337,
1492,B1,13.0,41.0,TANLAJAS,11492B014113,33,25,12,5,58,1,7,92,2,4,133,1,0,1,1,0,0,1,0,1,0,0,0,0,2,0,11,390,
1492,C1,13.0,41.0,TANLAJAS,11492C014113,27,26,13,10,72,9,5,108,2,6,85,0,0,2,0,0,0,0,1,1,0,0,0,0,2,1,14,384,
1492,E1,13.0,41.0,TANLAJAS,11492E014113,79,25,19,11,57,2,8,51,1,10,9,0,0,6,2,0,0,0,1,4,2,1,0,0,3,0,12,303,
1492,X1,13.0,41.0,TANLAJAS,11492X014113,80,26,19,11,57,2,8,51,0,10,9,0,0,5,2,0,0,0,0,5,1,1,0,0,3,0,13,303,
1493,B1,13.0,41.0,TANLAJAS,11493B014113,77,81,33,13,39,4,5,98,4,5,70,3,0,4,0,0,0,0,4,1,0,3,0,0,2,0,19,465,
1494,B1,13.0,41.0,TANLAJAS,11494B014113,65,129,30,8,17,2,2,31,4,1,47,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,14,356,
1495,B1,13.0,41.0,TANLAJAS,11495B014113,26,31,10,11,57,1,1,105,1,3,52,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,14,315,
1495,C1,13.0,41.0,TANLAJAS,11495C014113,34,29,10,11,37,2,1,113,0,1,54,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,9,305,
1496,B1,13.0,42.0,TANQUIAN DE ESCOBEDO,11496B014213,43,35,3,7,40,2,2,26,14,5,301,0,3,0,0,0,0,0,1,1,0,0,1,0,4,0,16,504,
1496,C1,13.0,42.0,TANQUIAN DE ESCOBEDO,11496C014213,35,47,3,3,58,2,2,34,10,4,291,1,0,0,0,0,0,2,0,0,0,0,0,0,4,0,15,511,
1496,C2,13.0,42.0,TANQUIAN DE ESCOBEDO,11496C024213,35,65,4,4,74,3,1,30,9,6,274,0,4,1,0,0,0,0,1,0,0,0,0,0,3,0,12,526,
1497,B1,13.0,42.0,TANQUIAN DE ESCOBEDO,11497B014213,64,49,1,1,54,4,0,28,5,1,207,0,0,0,0,0,0,0,2,0,0,0,2,0,6,0,6,430,
1497,C1,13.0,42.0,TANQUIAN DE ESCOBEDO,11497C014213,46,30,3,5,48,2,0,22,9,6,244,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,14,434,
1497,C2,13.0,42.0,TANQUIAN DE ESCOBEDO,11497C024213,36,36,0,5,60,1,0,24,11,6,227,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,11,421,
1498,B1,13.0,42.0,TANQUIAN DE ESCOBEDO,11498B014213,53,52,2,5,44,3,0,27,10,4,237,0,1,4,0,0,0,0,2,0,0,0,0,0,2,0,8,454,
1498,C1,13.0,42.0,TANQUIAN DE ESCOBEDO,11498C014213,59,56,4,2,69,0,1,17,5,2,239,0,0,0,1,0,0,0,4,0,0,0,0,0,3,4,9,475,
1499,B1,13.0,42.0,TANQUIAN DE ESCOBEDO,11499B014213,41,26,2,5,40,2,0,36,14,3,320,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,22,516,
1499,C1,13.0,42.0,TANQUIAN DE ESCOBEDO,11499C014213,39,35,4,3,74,1,0,30,4,6,300,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,22,524,
1500,B1,13.0,42.0,TANQUIAN DE ESCOBEDO,11500B014213,28,53,3,7,45,0,2,21,7,3,199,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,9,384,
1500,C1,13.0,42.0,TANQUIAN DE ESCOBEDO,11500C014213,58,62,0,2,41,3,2,27,1,4,175,0,0,3,1,0,0,0,3,0,0,0,0,0,1,1,10,394,
1501,B1,13.0,42.0,TANQUIAN DE ESCOBEDO,11501B014213,36,45,2,2,43,2,0,47,9,5,261,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,17,473,
1501,C1,13.0,42.0,TANQUIAN DE ESCOBEDO,11501C014213,34,23,2,7,73,4,2,36,10,4,277,1,1,0,0,0,0,0,2,0,0,0,0,1,1,0,25,503,
1502,B1,13.0,42.0,TANQUIAN DE ESCOBEDO,11502B014213,48,73,1,9,45,0,1,65,15,3,150,2,0,1,0,0,0,0,3,1,1,0,0,0,4,0,26,448,
1503,B1,13.0,42.0,TANQUIAN DE ESCOBEDO,11503B014213,18,28,0,3,29,0,0,13,5,1,120,2,2,1,0,0,0,0,1,0,0,0,0,0,2,0,10,235,
1504,B1,13.0,42.0,TANQUIAN DE ESCOBEDO,11504B014213,45,51,3,3,29,2,0,12,1,2,268,0,1,1,0,0,0,0,0,0,1,0,0,0,2,0,14,435,
1505,B1,13.0,42.0,TANQUIAN DE ESCOBEDO,11505B014213,13,38,0,1,4,1,1,4,3,0,46,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,117,
1506,B1,13.0,42.0,TANQUIAN DE ESCOBEDO,11506B014213,14,18,2,1,11,1,0,7,3,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,114,
34,B1,14.0,3.0,AQUISMÓN,10034B010314,101,16,3,3,89,4,1,47,1,1,164,2,0,5,1,0,0,0,2,1,0,0,1,0,11,0,23,476,
34,C1,14.0,3.0,AQUISMÓN,10034C010314,73,15,2,6,91,3,3,38,1,0,187,0,0,7,1,0,0,0,4,0,0,0,0,0,15,0,19,465,
34,C2,14.0,3.0,AQUISMÓN,10034C020314,80,15,2,4,117,0,3,47,0,1,166,0,0,4,0,0,0,0,1,0,0,0,0,0,16,0,15,471,
34,C3,14.0,3.0,AQUISMÓN,10034C030314,81,9,0,4,83,0,1,44,1,1,178,0,1,3,1,0,0,0,1,0,0,0,1,0,15,0,26,450,
35,B1,14.0,3.0,AQUISMÓN,10035B010314,56,28,0,2,51,0,1,21,5,1,114,0,0,4,1,1,0,0,4,0,0,0,0,0,6,1,15,311,
35,C1,14.0,3.0,AQUISMÓN,10035C010314,78,27,0,3,45,0,4,15,6,3,113,1,1,4,0,0,0,0,1,1,0,0,0,0,2,0,10,314,
36,B1,14.0,3.0,AQUISMÓN,10036B010314,60,23,2,3,73,0,1,37,0,0,89,1,0,1,2,1,0,0,3,1,0,1,0,0,16,0,19,333,
36,C1,14.0,3.0,AQUISMÓN,10036C010314,61,28,1,3,71,2,0,32,2,4,95,2,0,3,3,0,0,0,5,0,0,0,0,0,4,1,14,331,
36,E1,14.0,3.0,AQUISMÓN,10036E010314,136,31,3,1,30,0,0,57,1,1,120,4,1,0,2,0,0,0,4,1,0,0,0,0,0,6,18,416,
37,B1,14.0,3.0,AQUISMÓN,10037B010314,73,21,1,7,117,0,2,36,2,3,92,7,0,2,2,0,0,0,7,1,0,0,0,0,10,0,23,406,
38,B1,14.0,3.0,AQUISMÓN,10038B010314,49,18,2,4,118,0,0,37,0,1,71,2,0,3,0,0,0,0,4,0,0,0,0,0,20,0,15,344,
38,C1,14.0,3.0,AQUISMÓN,10038C010314,78,31,1,4,70,2,1,36,1,0,75,1,3,4,2,0,0,0,14,0,0,0,0,0,9,0,9,341,
39,B1,14.0,3.0,AQUISMÓN,10039B010314,100,20,3,5,96,0,3,74,2,4,106,0,0,0,1,0,0,0,6,0,0,0,0,0,10,0,17,447,
39,C1,14.0,3.0,AQUISMÓN,10039C010314,74,31,2,4,106,1,1,61,0,1,113,0,0,2,2,0,0,0,3,0,0,0,0,0,10,0,16,427,
39,C2,14.0,3.0,AQUISMÓN,10039C020314,89,24,1,7,111,1,1,83,1,4,62,1,0,0,1,1,0,0,6,0,0,0,0,0,9,0,16,418,
40,B1,14.0,3.0,AQUISMÓN,10040B010314,55,21,1,1,27,0,0,11,0,2,36,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,4,163,
41,B1,14.0,3.0,AQUISMÓN,10041B010314,84,32,3,3,129,4,0,54,0,2,88,5,0,7,1,0,0,0,9,1,0,0,0,0,11,0,25,458,
41,C1,14.0,3.0,AQUISMÓN,10041C010314,88,24,3,3,135,0,2,38,1,3,74,0,1,4,1,0,0,0,8,2,0,0,0,0,9,0,29,425,
41,E1,14.0,3.0,AQUISMÓN,10041E010314,97,7,0,1,22,1,0,13,0,2,137,0,0,2,0,0,0,0,3,1,0,0,0,0,2,0,5,293,
42,B1,14.0,3.0,AQUISMÓN,10042B010314,228,56,5,6,52,1,1,47,0,1,187,1,0,2,2,0,1,0,6,0,0,0,0,0,1,1,16,614,
42,E1,14.0,3.0,AQUISMÓN,10042E010314,30,5,2,2,11,0,2,55,0,0,85,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,16,210,
43,B1,14.0,3.0,AQUISMÓN,10043B010314,112,19,0,1,87,0,0,67,1,2,115,2,0,1,1,0,0,0,4,0,0,0,0,0,2,0,21,435,
43,C1,14.0,3.0,AQUISMÓN,10043C010314,106,15,1,1,98,0,2,45,1,1,125,0,0,3,2,0,0,0,2,0,0,1,0,0,6,1,18,428,
43,C2,14.0,3.0,AQUISMÓN,10043C020314,112,19,1,3,76,0,1,43,1,3,139,0,0,2,3,2,0,0,4,0,0,0,0,0,6,0,16,431,
44,B1,14.0,3.0,AQUISMÓN,10044B010314,122,26,0,2,75,0,6,25,1,1,219,1,1,1,2,0,0,0,7,0,0,0,0,0,8,0,13,510,
44,C1,14.0,3.0,AQUISMÓN,10044C010314,133,18,1,1,82,1,0,25,1,6,185,0,0,12,1,1,0,0,5,1,0,0,0,0,7,0,20,500,
44,C2,14.0,3.0,AQUISMÓN,10044C020314,157,18,2,4,86,0,1,33,0,1,180,0,0,3,1,1,0,0,4,0,0,0,0,0,8,1,22,522,
45,B1,14.0,3.0,AQUISMÓN,10045B010314,102,15,1,4,88,1,0,27,2,1,75,0,0,4,0,3,0,0,2,1,0,0,0,0,11,2,25,364,
45,C1,14.0,3.0,AQUISMÓN,10045C010314,78,22,2,6,98,0,1,38,1,3,59,0,0,2,2,0,0,0,4,1,0,0,0,0,6,0,14,337,
45,E1,14.0,3.0,AQUISMÓN,10045E010314,55,5,1,12,261,0,1,42,0,0,51,1,0,0,0,0,0,0,0,0,0,0,0,0,40,0,23,492,
46,B1,14.0,3.0,AQUISMÓN,10046B010314,60,11,1,3,102,0,0,15,1,0,136,1,0,3,1,0,0,0,6,0,1,0,0,0,9,0,31,381,
46,C1,14.0,3.0,AQUISMÓN,10046C010314,57,9,0,4,115,0,1,26,0,1,115,1,0,2,2,0,0,0,3,1,0,0,0,0,8,0,16,361,
46,C2,14.0,3.0,AQUISMÓN,10046C020314,50,13,0,4,92,1,2,27,2,0,122,0,0,4,3,0,0,0,6,1,0,0,0,0,7,0,23,357,
46,E1,14.0,3.0,AQUISMÓN,10046E010314,18,24,0,2,23,0,1,17,0,2,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,244,
47,B1,14.0,3.0,AQUISMÓN,10047B010314,87,7,2,2,104,0,5,30,1,2,157,1,0,6,1,0,0,0,3,0,0,0,0,0,9,0,37,454,
47,C1,14.0,3.0,AQUISMÓN,10047C010314,98,4,0,0,132,0,1,33,2,0,114,0,0,4,0,1,0,0,3,0,1,0,0,0,8,0,32,433,
48,B1,14.0,3.0,AQUISMÓN,10048B010314,165,18,0,6,100,0,4,24,0,2,161,1,4,5,6,1,0,0,2,1,0,0,0,0,8,1,17,526,
48,C1,14.0,3.0,AQUISMÓN,10048C010314,148,15,4,6,93,1,3,42,0,3,151,0,2,5,3,0,0,0,8,3,0,0,0,0,8,0,17,512,
48,C2,14.0,3.0,AQUISMÓN,10048C020314,143,24,2,4,80,1,1,47,0,1,159,0,0,5,1,0,0,0,8,2,0,0,0,0,7,1,23,509,
49,B1,14.0,3.0,AQUISMÓN,10049B010314,76,14,1,0,74,1,1,8,2,3,194,0,0,1,0,0,0,0,5,0,0,0,0,0,1,0,7,388,
49,C1,14.0,3.0,AQUISMÓN,10049C010314,82,10,0,2,71,0,1,14,0,0,170,0,0,0,1,0,0,0,2,0,0,0,0,0,4,1,16,374,
50,B1,14.0,3.0,AQUISMÓN,10050B010314,41,26,1,3,69,0,1,29,1,1,86,0,0,7,2,0,0,0,7,0,0,0,0,0,2,0,18,294,
50,C1,14.0,3.0,AQUISMÓN,10050C010314,38,24,2,2,66,1,0,31,0,0,110,0,1,1,0,0,0,0,3,0,0,0,0,0,5,0,15,299,
51,B1,14.0,3.0,AQUISMÓN,10051B010314,74,37,0,4,94,1,1,8,1,1,187,0,0,2,2,0,0,0,4,1,0,0,0,0,8,0,19,444,
51,C1,14.0,3.0,AQUISMÓN,10051C010314,73,42,1,1,101,0,1,18,0,0,174,0,0,3,0,0,0,0,2,2,0,0,0,0,5,0,19,442,
51,C2,14.0,3.0,AQUISMÓN,10051C020314,107,33,0,6,74,2,0,9,1,2,192,0,0,0,1,0,0,0,4,0,0,0,0,0,7,0,17,455,
52,B1,14.0,3.0,AQUISMÓN,10052B010314,74,12,0,12,102,1,3,69,0,0,94,0,0,1,2,0,0,0,2,1,0,0,0,0,24,0,21,418,
52,C1,14.0,3.0,AQUISMÓN,10052C010314,101,11,0,0,104,2,1,57,0,1,103,1,0,7,1,1,0,0,1,0,0,0,0,0,14,0,18,423,
53,B1,14.0,3.0,AQUISMÓN,10053B010314,86,41,3,4,40,4,3,5,0,1,260,1,1,4,1,1,0,0,3,0,0,0,0,1,0,0,0,459,
53,C1,14.0,3.0,AQUISMÓN,10053C010314,81,42,1,6,48,2,1,12,0,4,250,1,1,0,2,1,0,0,1,0,0,0,0,0,3,0,25,481,
53,C2,14.0,3.0,AQUISMÓN,10053C020314,96,59,1,4,61,4,1,12,1,2,215,3,0,5,1,0,2,0,9,0,0,1,0,0,2,0,13,492,
54,B1,14.0,3.0,AQUISMÓN,10054B010314,99,51,1,4,37,2,1,5,0,0,206,1,0,3,1,2,0,0,2,1,0,0,0,0,3,0,18,437,
54,C1,14.0,3.0,AQUISMÓN,10054C010314,119,37,4,5,44,1,1,4,3,1,192,0,1,3,1,0,0,0,4,0,2,0,0,0,2,0,27,451,
55,B1,14.0,3.0,AQUISMÓN,10055B010314,118,26,0,3,28,0,0,2,1,1,209,1,0,1,0,0,0,0,4,1,0,0,0,0,1,0,0,396,
55,C1,14.0,3.0,AQUISMÓN,10055C010314,110,25,2,2,18,1,0,8,0,3,231,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,15,423,
56,B1,14.0,3.0,AQUISMÓN,10056B010314,102,19,0,2,64,0,1,12,1,0,173,2,1,0,1,0,0,0,1,0,0,0,0,0,4,0,14,397,
56,C1,14.0,3.0,AQUISMÓN,10056C010314,125,23,1,2,54,1,0,17,1,1,164,1,0,2,0,0,0,0,0,0,0,0,0,0,5,0,12,409,
57,B1,14.0,3.0,AQUISMÓN,10057B010314,57,3,0,2,106,0,1,34,1,1,163,0,1,0,4,1,0,0,0,1,0,0,0,0,13,0,10,398,
57,C1,14.0,3.0,AQUISMÓN,10057C010314,47,4,0,5,114,0,2,44,0,0,186,0,0,0,0,0,0,0,2,0,0,0,0,0,12,0,13,429,
57,C2,14.0,3.0,AQUISMÓN,10057C020314,69,8,0,6,84,0,2,36,1,1,166,2,1,1,0,0,0,0,3,2,0,0,0,1,7,0,18,408,
58,B1,14.0,3.0,AQUISMÓN,10058B010314,42,11,2,7,54,3,0,6,1,0,212,2,0,4,0,0,0,0,4,0,0,0,0,0,9,0,12,369,
58,C1,14.0,3.0,AQUISMÓN,10058C010314,46,12,0,4,44,1,1,8,0,4,221,1,0,2,1,1,0,0,3,0,0,0,0,0,11,0,15,375,
59,B1,14.0,3.0,AQUISMÓN,10059B010314,106,28,0,3,85,0,8,18,4,3,176,0,1,7,1,0,0,0,4,0,0,0,0,0,7,2,7,460,
59,C1,14.0,3.0,AQUISMÓN,10059C010314,136,31,2,7,60,1,1,26,2,1,163,1,1,2,0,1,0,0,1,0,0,0,0,0,4,1,6,447,
251,B1,14.0,12.0,TANCANHUITZ,10251B011214,29,19,7,6,70,1,6,18,2,4,169,0,3,1,0,0,0,0,0,0,0,0,0,0,3,0,7,345,
251,C1,14.0,12.0,TANCANHUITZ,10251C011214,17,15,9,9,82,0,2,19,8,3,167,5,2,3,0,0,0,0,1,0,0,2,0,0,5,0,2,351,
252,B1,14.0,12.0,TANCANHUITZ,10252B011214,49,20,11,8,82,2,3,23,9,5,154,2,0,1,1,0,0,0,0,0,0,0,0,0,4,0,10,384,
252,C1,14.0,12.0,TANCANHUITZ,10252C011214,23,18,10,9,78,0,7,34,8,4,172,1,2,0,0,0,0,1,0,0,0,0,0,0,5,0,12,384,
252,C2,14.0,12.0,TANCANHUITZ,10252C021214,48,17,8,5,83,0,6,37,10,4,153,1,0,2,2,0,0,0,1,0,0,0,0,0,5,0,12,394,
253,B1,14.0,12.0,TANCANHUITZ,10253B011214,23,25,9,34,154,1,11,69,10,8,112,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,19,479,
253,C1,14.0,12.0,TANCANHUITZ,10253C011214,27,15,11,22,158,4,6,80,3,3,99,2,0,1,1,0,0,0,0,0,0,0,0,1,2,0,23,458,
254,B1,14.0,12.0,TANCANHUITZ,10254B011214,9,17,11,23,111,2,6,34,3,8,52,1,3,0,1,0,0,0,0,0,0,0,0,0,6,0,6,293,
255,B1,14.0,12.0,TANCANHUITZ,10255B011214,16,16,15,24,159,1,8,103,10,8,87,1,0,1,0,0,0,0,1,0,0,0,0,0,8,4,18,480,
256,B1,14.0,12.0,TANCANHUITZ,10256B011214,19,25,16,13,128,2,9,38,11,1,52,2,0,2,1,0,0,0,1,0,0,0,0,0,10,0,14,344,
256,C1,14.0,12.0,TANCANHUITZ,10256C011214,38,30,9,28,147,3,6,22,11,1,44,1,0,1,1,0,0,0,0,1,0,0,1,0,15,0,14,373,
257,B1,14.0,12.0,TANCANHUITZ,10257B011214,27,25,31,24,135,4,10,55,26,7,105,2,0,1,0,0,0,0,1,0,0,0,0,0,15,0,40,508,
257,C1,14.0,12.0,TANCANHUITZ,10257C011214,23,30,23,20,143,4,12,95,19,4,86,1,3,1,2,0,0,0,0,0,0,1,0,0,3,1,22,493,
258,B1,14.0,12.0,TANCANHUITZ,10258B011214,20,25,22,12,159,1,11,52,20,6,112,2,0,1,2,0,0,0,1,0,0,1,0,0,19,0,18,484,
259,B1,14.0,12.0,TANCANHUITZ,10259B011214,33,37,15,22,134,1,13,16,44,2,90,1,2,2,1,1,0,0,1,0,0,0,0,0,3,0,35,453,
259,C1,14.0,12.0,TANCANHUITZ,10259C011214,34,40,19,15,152,4,22,22,19,2,77,2,0,2,0,0,0,0,2,0,0,1,0,0,11,0,30,454,
259,C2,14.0,12.0,TANCANHUITZ,10259C021214,24,53,16,15,142,3,26,14,21,0,69,1,3,1,0,0,0,0,0,1,0,1,1,0,8,0,33,432,
260,B1,14.0,12.0,TANCANHUITZ,10260B011214,18,24,13,12,120,0,10,19,12,2,86,0,1,2,1,0,1,0,1,0,0,0,0,0,7,0,25,354,
260,C1,14.0,12.0,TANCANHUITZ,10260C011214,17,19,19,13,104,2,6,10,21,2,95,0,0,1,1,1,0,0,0,1,0,0,0,0,8,0,20,340,
260,E1,14.0,12.0,TANCANHUITZ,10260E011214,17,57,11,9,96,2,13,8,20,2,43,0,0,2,0,0,0,0,1,0,0,0,0,0,5,0,25,311,
260,X1,14.0,12.0,TANCANHUITZ,10260X011214,10,66,10,15,79,3,15,8,21,2,31,0,0,1,0,0,0,0,3,0,0,0,1,0,7,0,15,287,
261,B1,14.0,12.0,TANCANHUITZ,10261B011214,13,15,8,10,98,0,9,12,18,3,83,0,1,1,0,0,0,0,0,1,0,1,0,0,6,1,22,302,
262,B1,14.0,12.0,TANCANHUITZ,10262B011214,29,33,18,7,130,5,7,14,33,2,81,1,0,0,0,0,0,0,0,2,0,0,1,0,5,0,37,405,
263,B1,14.0,12.0,TANCANHUITZ,10263B011214,31,50,29,19,116,3,21,28,42,3,61,3,0,1,1,0,0,0,2,0,0,2,2,0,5,0,41,460,
264,B1,14.0,12.0,TANCANHUITZ,10264B011214,7,26,6,12,132,1,5,22,11,1,66,1,0,1,1,0,0,0,0,3,0,0,3,0,4,0,26,328,
264,C1,14.0,12.0,TANCANHUITZ,10264C011214,10,24,8,8,119,0,4,17,6,0,90,0,0,0,0,0,0,0,0,1,0,0,1,0,10,0,23,321,
265,B1,14.0,12.0,TANCANHUITZ,10265B011214,53,48,47,16,125,1,15,29,50,3,34,3,0,1,0,0,0,0,1,0,0,1,1,0,6,0,40,474,
265,C1,14.0,12.0,TANCANHUITZ,10265C011214,25,44,57,17,107,9,20,21,44,0,42,2,1,0,0,0,0,0,0,1,0,1,2,0,5,0,49,447,
468,B1,14.0,18.0,HUEHUETLAN,10468B011814,20,37,6,6,97,1,0,19,0,0,142,0,2,3,2,0,0,0,1,0,0,0,0,0,15,0,12,363,
469,B1,14.0,18.0,HUEHUETLAN,10469B011814,5,81,9,2,96,4,4,51,1,2,102,0,0,1,3,1,1,1,1,0,0,1,1,0,7,0,32,406,
470,B1,14.0,18.0,HUEHUETLAN,10470B011814,23,113,6,3,35,2,5,5,0,2,34,0,0,5,3,0,0,0,6,2,0,2,1,0,3,0,31,281,
470,C1,14.0,18.0,HUEHUETLAN,10470C011814,12,118,7,4,44,1,6,8,0,1,35,0,0,6,1,2,0,0,3,0,0,3,0,1,3,0,22,277,
471,B1,14.0,18.0,HUEHUETLAN,10471B011814,32,118,3,6,161,0,1,2,2,3,106,1,0,2,0,0,0,0,5,0,0,0,0,0,13,0,23,478,
472,B1,14.0,18.0,HUEHUETLAN,10472B011814,10,61,5,6,150,4,7,24,1,3,149,0,0,0,0,0,0,0,5,0,0,1,0,0,10,0,18,454,
472,E1,14.0,18.0,HUEHUETLAN,10472E011814,25,124,8,9,165,2,2,8,2,1,100,2,0,2,0,1,0,0,6,1,0,1,0,0,17,0,27,503,
473,B1,14.0,18.0,HUEHUETLAN,10473B011814,11,100,6,7,92,2,0,6,1,0,93,0,1,2,3,0,0,3,0,0,0,0,2,0,10,0,15,354,
473,C1,14.0,18.0,HUEHUETLAN,10473C011814,12,95,2,3,119,1,0,6,1,0,77,0,0,1,1,0,0,0,1,0,0,0,0,0,12,0,17,348,
